id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews
1409218,South of Market,37.77687095,-122.4091648,Entire home/apt,185,,30,54
1417398,Mission,37.75725607,-122.4125369,Private room,110,359,2,186
1421671,Mission,37.77009123,-122.4234146,Entire home/apt,90,278,2,128
1421774,Castro/Upper Market,37.7664988,-122.4360631,Entire home/apt,135,246,3,357
1421937,West of Twin Peaks,37.73312853,-122.4609263,Private room,119,9,2,165
1428465,Noe Valley,37.7490078,-122.4329329,Entire home/apt,199,,30,30
1428553,Castro/Upper Market,37.76033023,-122.4389275,Private room,89,71,30,17
1428909,Mission,37.76054177,-122.4096145,Entire home/apt,142,,30,11
1429022,Marina,37.80375331,-122.4467225,Entire home/apt,479,,3,4
1433917,Castro/Upper Market,37.75866815,-122.4345411,Entire home/apt,175,252,30,126
1434314,Noe Valley,37.74645482,-122.4333624,Entire home/apt,490,309,3,88
1434425,Castro/Upper Market,37.76493814,-122.4338487,Private room,150,30,3,114
1437321,Inner Sunset,37.76409305,-122.452917,Private room,165,,1,80
1438864,Noe Valley,37.74703281,-122.4349448,Private room,274,282,3,77
1439445,Presidio Heights,37.78330141,-122.4576481,Entire home/apt,189,,2,34
1442027,Downtown/Civic Center,37.77702676,-122.4205459,Entire home/apt,141,,30,17
1454220,Haight Ashbury,37.76906375,-122.4450912,Entire home/apt,157,,30,6
1455937,Bayview,37.73403694,-122.3921548,Private room,60,0,1,37
1456153,Bernal Heights,37.7450407,-122.4061406,Entire home/apt,259,314,6,48
1456267,Castro/Upper Market,37.7612015,-122.4267279,Private room,130,313,30,10
1460174,Western Addition,37.77895073,-122.4363379,Entire home/apt,575,319,3,47
1460628,Inner Richmond,37.77878324,-122.4625653,Entire home/apt,170,14,2,170
1466344,Financial District,37.78699667,-122.3970969,Entire home/apt,173,,30,3
1467857,Western Addition,37.78718359,-122.4431529,Entire home/apt,99,,30,23
1470340,Crocker Amazon,37.71098633,-122.4356884,Entire home/apt,88,309,3,141
1471683,Western Addition,37.77041707,-122.4285574,Private room,125,74,3,368
1472743,Inner Sunset,37.76000145,-122.4735213,Entire home/apt,285,,30,88
1474209,Downtown/Civic Center,37.78711593,-122.4095956,Private room,175,,1,101
1478708,Outer Richmond,37.77189976,-122.503716,Private room,85,329,2,177
1479666,Western Addition,37.77267436,-122.4305332,Entire home/apt,258,,30,48
1480015,Haight Ashbury,37.76785076,-122.4490233,Entire home/apt,265,50,3,153
1482273,Marina,37.79898523,-122.4316029,Entire home/apt,345,300,30,49
1482730,Bernal Heights,37.73703637,-122.4170026,Entire home/apt,199,229,4,102
1483853,Downtown/Civic Center,37.78839085,-122.4093714,Private room,179,,2,65
1484792,Downtown/Civic Center,37.7779462,-122.4217771,Entire home/apt,250,48,30,143
1487849,Bernal Heights,37.74669075,-122.4058601,Entire home/apt,167,55,2,264
1488410,Financial District,37.78398078,-122.400395,Entire home/apt,170,,30,55
1489175,Outer Mission,37.72475959,-122.4395089,Entire home/apt,295,25,3,62
1493659,Mission,37.75101633,-122.4119259,Private room,100,267,1,138
1494771,Noe Valley,37.75078356,-122.4312556,Entire home/apt,170,141,30,23
1496833,Western Addition,37.77365693,-122.4309135,Entire home/apt,249,,30,22
1499630,Mission,37.74994308,-122.4164356,Entire home/apt,300,,3,22
1499843,Haight Ashbury,37.7759454,-122.4397117,Private room,185,54,1,11
1504826,Outer Mission,37.72447083,-122.4416177,Entire home/apt,350,347,5,23
1506702,Marina,37.79951523,-122.4282109,Entire home/apt,499,101,1,99
1510363,Outer Mission,37.72856849,-122.4521493,Entire home/apt,150,278,3,234
1511076,Mission,37.76346479,-122.4250033,Private room,145,235,2,305
1520929,Potrero Hill,37.76054896,-122.4040216,Entire home/apt,250,4,2,121
1520938,Western Addition,37.77882134,-122.4422938,Entire home/apt,149,,30,57
1524346,Bernal Heights,37.7450877,-122.4161126,Entire home/apt,165,78,30,57
1525137,Pacific Heights,37.78778828,-122.4439282,Entire home/apt,210,26,30,196
1525886,Bernal Heights,37.74692951,-122.4168431,Private room,119,14,1,116
1531273,Western Addition,37.77280903,-122.4317398,Entire home/apt,235,,30,102
1534021,Haight Ashbury,37.76969818,-122.4448293,Entire home/apt,148,,30,6
1535946,Castro/Upper Market,37.75767492,-122.4281231,Entire home/apt,395,18,2,71
1537497,South of Market,37.77222657,-122.419416,Entire home/apt,130,,30,34
1547477,Western Addition,37.78036487,-122.424103,Entire home/apt,100,,30,29
1550913,Mission,37.75241542,-122.4195749,Entire home/apt,199,210,5,125
1556680,Outer Richmond,37.77373215,-122.4996413,Entire home/apt,145,127,2,320
1565576,South of Market,37.77384281,-122.4190903,Entire home/apt,150,,30,0
1578597,Potrero Hill,37.75857707,-122.4015224,Entire home/apt,209,212,1,398
1579304,Bernal Heights,37.73751153,-122.4132906,Entire home/apt,485,60,5,4
1584021,Mission,37.76662641,-122.4201955,Entire home/apt,395,71,30,125
1587410,Mission,37.7579646,-122.4190255,Entire home/apt,180,86,6,72
1588695,Castro/Upper Market,37.75909032,-122.4289522,Entire home/apt,120,7,30,37
1589228,Bernal Heights,37.74387223,-122.4233824,Entire home/apt,350,,30,10
1596696,Western Addition,37.78024112,-122.4434522,Entire home/apt,160,266,2,252
1596884,Nob Hill,37.79194101,-122.4154853,Entire home/apt,225,,31,0
1598489,South of Market,37.77330573,-122.412615,Entire home/apt,225,313,1,70
1598872,Western Addition,37.77014511,-122.4292922,Entire home/apt,220,,7,33
1598886,Marina,37.79715261,-122.429583,Private room,95,170,4,72
1605483,Haight Ashbury,37.76551046,-122.4494596,Private room,89,216,2,125
1606292,Western Addition,37.77628654,-122.4262108,Entire home/apt,100,,30,39
1614453,Downtown/Civic Center,37.78758603,-122.4090527,Private room,169,,2,55
1614622,Western Addition,37.78045102,-122.4454123,Private room,185,1,1,72
1615088,Western Addition,37.78009476,-122.4386478,Private room,99,24,2,176
1615158,Outer Sunset,37.75578278,-122.498341,Private room,85,,1,126
1618782,Western Addition,37.78762883,-122.4394609,Private room,195,115,2,45
1620039,Downtown/Civic Center,37.78777539,-122.4098325,Private room,175,362,1,69
1620411,Mission,37.7501703,-122.4248682,Entire home/apt,175,17,3,117
1623609,Mission,37.75942336,-122.4075424,Private room,145,224,3,192
1624068,Downtown/Civic Center,37.78775604,-122.4097853,Private room,169,,2,48
1627259,Nob Hill,37.79672799,-122.4119063,Private room,166,4,30,38
1629330,South of Market,37.77958077,-122.3974322,Entire home/apt,200,105,30,22
1629577,Excelsior,37.72449985,-122.4235816,Entire home/apt,240,19,30,38
1629734,Marina,37.79693383,-122.429978,Entire home/apt,173,349,3,29
1629740,Downtown/Civic Center,37.78914611,-122.4096178,Private room,169,,1,55
1632521,Nob Hill,37.79533033,-122.4131665,Entire home/apt,218,343,2,41
1633126,Excelsior,37.73100622,-122.4228963,Entire home/apt,139,302,3,44
1633173,Excelsior,37.72571071,-122.4181395,Private room,65,298,1,173
1633225,Excelsior,37.72545413,-122.4188909,Private room,61,306,1,90
1633933,Haight Ashbury,37.77014552,-122.4535283,Private room,139,0,30,72
1636810,South of Market,37.77423602,-122.4105896,Entire home/apt,290,1,30,39
1641060,West of Twin Peaks,37.73931556,-122.4621113,Entire home/apt,225,44,3,61
1645724,Ocean View,37.71574125,-122.464858,Private room,29,,30,8
1651228,Western Addition,37.78481832,-122.4413646,Private room,240,2,2,35
1655446,Mission,37.75292236,-122.4231987,Entire home/apt,539,12,4,105
1665516,Outer Richmond,37.78000219,-122.4825284,Entire home/apt,150,66,3,162
1671260,Potrero Hill,37.76182628,-122.3931227,Private room,95,,2,138
1672055,Twin Peaks,37.74845625,-122.4448032,Entire home/apt,195,,30,0
1672896,Excelsior,37.72662054,-122.4193382,Entire home/apt,235,86,30,86
1673011,Castro/Upper Market,37.75868556,-122.4267954,Entire home/apt,525,72,3,130
1676460,Castro/Upper Market,37.75860102,-122.4430496,Entire home/apt,141,,30,2
1682072,Western Addition,37.782775,-122.4431321,Entire home/apt,175,,30,88
1683892,Marina,37.80279966,-122.4407822,Entire home/apt,330,28,4,10
1684346,Downtown/Civic Center,37.7884024,-122.4093143,Private room,179,,1,45
1687330,Inner Richmond,37.78454795,-122.4752043,Entire home/apt,190,361,1,56
1696666,Western Addition,37.77721896,-122.4365559,Entire home/apt,1000,3,30,126
1698594,Haight Ashbury,37.77111731,-122.4511406,Entire home/apt,440,,5,2
1699390,Mission,37.7515399,-122.420379,Private room,115,,2,172
1721354,Haight Ashbury,37.76813384,-122.4462902,Entire home/apt,389,359,2,19
1724819,Twin Peaks,37.75859842,-122.4504904,Entire home/apt,350,214,3,235
1725833,South of Market,37.78898574,-122.3893313,Entire home/apt,325,0,30,26
1725853,Outer Sunset,37.74732785,-122.489515,Entire home/apt,133,41,2,335
1728497,Western Addition,37.78628528,-122.4330952,Entire home/apt,750,358,6,4
1733056,Mission,37.75724979,-122.4100377,Entire home/apt,290,,4,15
1738415,Western Addition,37.77358049,-122.4280637,Entire home/apt,180,245,1,386
1740537,Noe Valley,37.75538041,-122.426547,Entire home/apt,165,2,30,100
1743201,Haight Ashbury,37.77397227,-122.4422614,Private room,90,291,1,106
1747531,Inner Sunset,37.75816165,-122.4627839,Private room,60,136,30,9
1750093,Potrero Hill,37.75720055,-122.3926007,Private room,115,17,2,110
1752371,Bernal Heights,37.74076751,-122.4113358,Entire home/apt,155,,2,66
1752535,Marina,37.80146547,-122.4327502,Entire home/apt,215,,30,15
1756469,Noe Valley,37.75377922,-122.4334322,Entire home/apt,280,,31,0
1759087,Potrero Hill,37.76492078,-122.3972241,Entire home/apt,210,194,2,170
1762727,Castro/Upper Market,37.7604993,-122.442467,Entire home/apt,150,52,30,26
1767569,Western Addition,37.77831882,-122.4307888,Entire home/apt,175,,2,72
1768239,Haight Ashbury,37.76357224,-122.4458117,Entire home/apt,160,56,30,37
1769688,Western Addition,37.77960125,-122.4419933,Private room,109,351,4,197
1774026,Mission,37.75564583,-122.4241035,Entire home/apt,418,247,3,80
1777429,Castro/Upper Market,37.75700039,-122.4268785,Entire home/apt,1450,194,5,8
1778650,Outer Richmond,37.77498568,-122.4890658,Entire home/apt,133,,1,44
1785463,West of Twin Peaks,37.73400879,-122.4647491,Private room,45,11,2,159
1798744,Downtown/Civic Center,37.78569443,-122.4212671,Entire home/apt,225,,30,0
1803219,Noe Valley,37.75288389,-122.4281735,Private room,165,39,1,79
1807012,Mission,37.75008135,-122.4184093,Private room,170,188,1,23
1807493,South of Market,37.779132,-122.4046368,Entire home/apt,170,84,30,103
1810486,Western Addition,37.77333315,-122.432197,Entire home/apt,285,207,3,63
1814061,Mission,37.75110161,-122.4241432,Entire home/apt,150,331,30,11
1815551,Noe Valley,37.75044878,-122.4278526,Entire home/apt,250,14,2,216
1821543,Pacific Heights,37.79058866,-122.4388412,Entire home/apt,150,109,30,14
1827638,Mission,37.76949285,-122.4254303,Entire home/apt,225,,31,1
1827653,Western Addition,37.77793984,-122.4451156,Private room,115,303,2,188
1830541,Inner Richmond,37.77844814,-122.4689273,Entire home/apt,135,161,3,234
1841331,Western Addition,37.77733449,-122.4373568,Private room,50,,30,10
1843662,Castro/Upper Market,37.76448235,-122.4292381,Entire home/apt,145,191,30,18
1844117,Western Addition,37.77692901,-122.4373856,Private room,60,,30,8
1844877,Potrero Hill,37.7616455,-122.4044234,Entire home/apt,110,,30,92
1847664,Inner Richmond,37.77527443,-122.4547466,Entire home/apt,128,141,4,81
1855096,Potrero Hill,37.76457868,-122.3933537,Entire home/apt,190,219,2,262
1857226,Diamond Heights,37.7356426,-122.4408541,Entire home/apt,390,33,5,54
1861344,South of Market,37.77813733,-122.3976957,Entire home/apt,220,,30,7
1863316,Mission,37.76908911,-122.4217075,Private room,75,353,2,56
1864390,Western Addition,37.77656531,-122.4288331,Entire home/apt,145,,30,141
1865406,Western Addition,37.77775236,-122.4332119,Entire home/apt,94,,30,28
1881223,Mission,37.75985835,-122.4221531,Private room,80,,2,13
1881632,Bayview,37.74026362,-122.3887666,Private room,46,,30,8
1885057,Haight Ashbury,37.76827406,-122.445055,Entire home/apt,157,,30,4
1886260,Western Addition,37.77646509,-122.4309604,Entire home/apt,300,90,30,46
1887206,Bayview,37.7187473,-122.3954834,Entire home/apt,131,22,30,10
1898486,Noe Valley,37.74449682,-122.4271797,Entire home/apt,245,114,30,98
1906323,Noe Valley,37.75205621,-122.4300922,Entire home/apt,850,306,7,20
1907229,Western Addition,37.78636612,-122.4379296,Entire home/apt,450,4,1,122
1907252,Bernal Heights,37.73934629,-122.4212741,Private room,59,,30,2
1909613,Mission,37.76431288,-122.4244759,Entire home/apt,299,359,3,5
1913043,South of Market,37.78829886,-122.3915137,Private room,110,184,30,29
1914841,Western Addition,37.78017227,-122.4377082,Entire home/apt,156,223,5,108
1917622,Western Addition,37.78104165,-122.440031,Entire home/apt,215,2,2,48
1919372,Haight Ashbury,37.77570009,-122.4384717,Entire home/apt,175,32,1,308
1919829,West of Twin Peaks,37.73640963,-122.4443786,Private room,124,,3,25
1920033,Inner Sunset,37.7538901,-122.4580171,Private room,120,297,1,492
1925206,Visitacion Valley,37.7219829,-122.4075767,Private room,129,25,1,88
1925714,Financial District,37.79722637,-122.4011302,Entire home/apt,180,37,30,32
1926253,Excelsior,37.72248434,-122.4277876,Entire home/apt,80,131,2,119
1931459,Pacific Heights,37.79187893,-122.4320529,Entire home/apt,350,95,30,63
1931788,Mission,37.75167976,-122.4197924,Private room,135,275,2,96
1931937,Seacliff,37.78156409,-122.4944245,Private room,93,291,30,68
1931946,Pacific Heights,37.79048564,-122.4390471,Entire home/apt,130,,30,72
1932019,Inner Sunset,37.75561601,-122.4680532,Private room,90,10,2,101
1937575,Mission,37.75770488,-122.4084114,Private room,190,,3,19
1940496,Mission,37.74865986,-122.4111921,Private room,100,342,2,67
1944564,Mission,37.76428759,-122.4127554,Entire home/apt,169,46,3,161
1945508,Haight Ashbury,37.7690727,-122.4375496,Private room,150,0,3,52
1954514,Castro/Upper Market,37.76359353,-122.4345541,Private room,165,357,3,78
1954525,Inner Richmond,37.78084624,-122.4729342,Entire home/apt,120,306,2,116
1959880,Bernal Heights,37.73997864,-122.4127131,Private room,95,7,2,94
1967457,Bernal Heights,37.73971171,-122.4159029,Entire home/apt,101,322,3,121
1970257,Mission,37.75114043,-122.4078588,Entire home/apt,160,363,5,38
1970756,Bernal Heights,37.74003647,-122.4208357,Entire home/apt,115,15,30,23
1975404,Haight Ashbury,37.7719075,-122.4391783,Entire home/apt,325,248,2,85
1979461,South of Market,37.78823267,-122.3898633,Entire home/apt,120,182,30,12
1984709,Outer Sunset,37.76260874,-122.5014624,Entire home/apt,149,1,30,294
1985338,Bernal Heights,37.73939446,-122.4163566,Private room,120,222,3,147
1989997,Haight Ashbury,37.77272103,-122.43973,Private room,102,6,1,245
1992217,Noe Valley,37.75618986,-122.4288093,Private room,132,6,2,283
1995487,Mission,37.75993537,-122.4213772,Private room,297,333,2,480
1998111,Outer Mission,37.72440562,-122.4351689,Private room,69,35,2,325
2001534,Bernal Heights,37.74000551,-122.4221918,Entire home/apt,259,30,30,5
2007101,South of Market,37.78018909,-122.406009,Entire home/apt,600,356,4,26
2011311,Mission,37.74967135,-122.4110301,Entire home/apt,160,360,3,23
2016198,Outer Sunset,37.74575346,-122.5003228,Private room,83,214,1,253
2020393,Mission,37.76952587,-122.4217808,Entire home/apt,197,144,4,43
2020481,Outer Mission,37.70614919,-122.4543649,Shared room,65,,1,0
2023326,Inner Richmond,37.78341641,-122.4694116,Entire home/apt,395,287,7,4
2026910,Haight Ashbury,37.77399815,-122.4530911,Entire home/apt,550,190,3,111
2031532,Western Addition,37.77796635,-122.4379181,Private room,130,290,3,30
2042095,Outer Mission,37.73285272,-122.4423489,Private room,119,15,1,231
2046552,Haight Ashbury,37.7691335,-122.4456034,Entire home/apt,375,353,6,40
2046634,Outer Mission,37.72482799,-122.4360876,Private room,69,20,2,317
2046807,Mission,37.76045876,-122.4190438,Entire home/apt,149,52,5,120
2047469,Outer Mission,37.72491459,-122.4351552,Private room,69,44,2,342
2048834,Western Addition,37.77802999,-122.440168,Entire home/apt,95,70,30,154
2049672,Mission,37.76249605,-122.422603,Entire home/apt,575,356,5,21
2049955,Inner Richmond,37.7782085,-122.4611376,Entire home/apt,225,131,3,154
2058119,Mission,37.76161686,-122.423936,Private room,100,,30,82
2062696,Mission,37.74849968,-122.4196077,Private room,85,3,5,97
2063077,Outer Mission,37.73230684,-122.4350936,Entire home/apt,195,266,6,18
2072098,Potrero Hill,37.763856,-122.3960937,Entire home/apt,160,345,30,27
2072133,Haight Ashbury,37.76587103,-122.443289,Private room,94,14,30,13
2072177,Marina,37.8060844,-122.4408695,Entire home/apt,225,24,3,154
2077982,Western Addition,37.77818644,-122.439691,Entire home/apt,140,206,30,118
2088622,Outer Mission,37.72478259,-122.4360918,Private room,69,30,2,307
2093695,Ocean View,37.72218448,-122.4701204,Private room,65,10,30,50
2096756,Glen Park,37.73507969,-122.4394927,Entire home/apt,228,355,3,34
2104437,Nob Hill,37.79549707,-122.4110581,Private room,120,3,30,41
2105840,Castro/Upper Market,37.7683471,-122.4337258,Private room,95,8,30,91
2111361,Downtown/Civic Center,37.78093071,-122.4200707,Entire home/apt,150,9,30,90
2112336,Noe Valley,37.74371981,-122.4275703,Private room,100,,30,42
2115503,Outer Richmond,37.77622306,-122.5090638,Entire home/apt,140,311,2,181
2119773,Ocean View,37.71846885,-122.4518128,Entire home/apt,130,46,1,291
2123469,Inner Richmond,37.77372777,-122.4631288,Private room,125,2,2,171
2124182,Potrero Hill,37.75910499,-122.3973067,Entire home/apt,155,,30,101
2130640,Western Addition,37.77004935,-122.4302464,Entire home/apt,350,,3,15
2134100,Seacliff,37.78388809,-122.5085568,Entire home/apt,121,58,30,260
2134475,Marina,37.79907433,-122.4458447,Private room,145,24,2,329
2135871,Excelsior,37.73082301,-122.4212646,Private room,39,228,30,5
2139562,West of Twin Peaks,37.72925084,-122.4589566,Private room,195,41,5,117
2140313,Nob Hill,37.79294727,-122.4166264,Entire home/apt,150,,120,27
2145207,Downtown/Civic Center,37.78409781,-122.4178397,Entire home/apt,100,,30,11
2154122,West of Twin Peaks,37.73643806,-122.4566581,Entire home/apt,450,5,3,16
2160504,Outer Mission,37.72684634,-122.4387297,Private room,90,23,2,245
2166428,Haight Ashbury,37.7668757,-122.4464571,Entire home/apt,198,306,30,141
2169208,Western Addition,37.78353039,-122.4451937,Entire home/apt,97,57,30,55
2172308,Pacific Heights,37.78994608,-122.4354119,Entire home/apt,462,169,2,85
2175930,Bernal Heights,37.74682232,-122.4056593,Entire home/apt,150,,1,85
2177440,Castro/Upper Market,37.75791297,-122.4427296,Private room,120,188,3,25
2178509,Bernal Heights,37.74127706,-122.4215473,Private room,105,31,2,340
2182851,Mission,37.76521165,-122.4165293,Private room,105,225,1,292
2183138,Mission,37.76740964,-122.4146633,Entire home/apt,550,324,2,36
2188233,South of Market,37.78788511,-122.3894784,Entire home/apt,160,,30,1
2188308,South of Market,37.78825505,-122.3915606,Entire home/apt,175,,30,4
2188507,South of Market,37.78726047,-122.3906785,Entire home/apt,140,,30,1
2188561,Mission,37.76120327,-122.4073464,Entire home/apt,449,358,3,18
2188919,Mission,37.76602128,-122.4165001,Private room,99,213,1,229
2188976,Mission,37.76456493,-122.4138323,Private room,101,228,30,257
2189514,Marina,37.80386571,-122.4294245,Entire home/apt,220,23,30,25
2189814,Castro/Upper Market,37.76242915,-122.4308013,Entire home/apt,900,,4,10
2202505,Western Addition,37.77714678,-122.4418177,Entire home/apt,399,294,2,32
2203283,Inner Richmond,37.77980905,-122.4684132,Private room,65,65,1,296
2209353,North Beach,37.80324994,-122.4043791,Entire home/apt,169,,30,1
2209751,Western Addition,37.77341637,-122.4356615,Private room,129,316,2,150
2219978,Russian Hill,37.79809556,-122.4155067,Private room,170,284,30,9
2221057,Outer Sunset,37.74663231,-122.504868,Entire home/apt,175,271,4,74
2223743,Bernal Heights,37.73727937,-122.4157049,Entire home/apt,110,,2,168
2233416,Marina,37.80152176,-122.431126,Entire home/apt,165,13,30,22
2234256,Bayview,37.71178054,-122.3876196,Entire home/apt,130,,90,13
2236226,North Beach,37.80093129,-122.4048189,Entire home/apt,155,,30,90
2238488,Inner Sunset,37.75859383,-122.4682013,Entire home/apt,279,,31,40
2244652,North Beach,37.79933623,-122.4049045,Entire home/apt,124,,30,93
2254431,Outer Richmond,37.7749467,-122.5092119,Entire home/apt,398,316,1,37
2257205,Pacific Heights,37.79324018,-122.4339756,Entire home/apt,500,10,4,31
2262616,South of Market,37.77562116,-122.4169012,Private room,53,30,30,40
2263794,Bayview,37.73582997,-122.3873741,Private room,103,287,2,107
2272343,Haight Ashbury,37.77422489,-122.4462838,Entire home/apt,500,213,3,142
2274353,Outer Mission,37.72684746,-122.437393,Entire home/apt,137,10,2,209
2274540,Western Addition,37.7813126,-122.4426652,Entire home/apt,175,,30,67
2277754,Mission,37.75017507,-122.4046818,Private room,100,27,3,83
2279254,Downtown/Civic Center,37.78780147,-122.4097767,Private room,219,,1,13
2298930,Marina,37.7981903,-122.4425564,Private room,200,190,1,30
2299196,Western Addition,37.77661701,-122.4241436,Entire home/apt,130,,30,21
2302408,Outer Sunset,37.76282214,-122.4817188,Entire home/apt,105,232,30,46
2304234,Western Addition,37.78871972,-122.4318536,Entire home/apt,127,,30,5
2305039,Western Addition,37.77931133,-122.4359459,Entire home/apt,350,213,7,80
2310518,Inner Richmond,37.77349011,-122.4660659,Private room,350,0,2,3
2310765,South of Market,37.78042071,-122.3973241,Entire home/apt,149,,30,20
2311428,Bernal Heights,37.7455228,-122.4119527,Entire home/apt,100,,2,3
2314849,Marina,37.79953168,-122.4466343,Entire home/apt,93,,30,4
2315086,Western Addition,37.78628604,-122.4456956,Private room,145,63,3,254
2316478,Seacliff,37.77911819,-122.5130646,Entire home/apt,139,,30,127
2326228,Inner Richmond,37.78000349,-122.454659,Entire home/apt,220,18,30,29
2331166,Outer Richmond,37.77333845,-122.5009041,Private room,90,73,30,163
2337552,Downtown/Civic Center,37.78884842,-122.4113866,Entire home/apt,155,,30,1
2349483,Potrero Hill,37.75935099,-122.3986744,Private room,130,292,2,191
2355859,Potrero Hill,37.76216762,-122.3954305,Entire home/apt,280,1,4,68
2356554,Bernal Heights,37.73351757,-122.4170642,Entire home/apt,125,28,2,201
2362619,Western Addition,37.77920331,-122.4458449,Entire home/apt,185,,3,64
2366182,Nob Hill,37.79402658,-122.4151308,Entire home/apt,375,,30,23
2374361,Glen Park,37.73883604,-122.425608,Entire home/apt,113,64,30,16
2374370,Western Addition,37.78784144,-122.4308222,Private room,99,216,1,348
2374873,Ocean View,37.72136915,-122.4487295,Entire home/apt,81,102,30,14
2387068,West of Twin Peaks,37.72642728,-122.4617544,Private room,100,35,3,63
2391772,Castro/Upper Market,37.7656597,-122.4339866,Entire home/apt,136,56,30,55
2396847,Outer Richmond,37.77915101,-122.4785733,Entire home/apt,125,85,3,285
2397852,Outer Richmond,37.77424186,-122.5016747,Entire home/apt,306,306,2,70
2397858,Golden Gate Park,37.77026055,-122.4990148,Entire home/apt,889,306,2,41
2400409,Outer Mission,37.73302629,-122.4497917,Entire home/apt,177,295,3,124
2404647,Noe Valley,37.7480203,-122.4352134,Private room,89,5,30,12
2407048,Castro/Upper Market,37.76919235,-122.428462,Private room,120,,3,11
2412158,Noe Valley,37.74868819,-122.43213,Entire home/apt,220,0,30,35
2413882,West of Twin Peaks,37.73498247,-122.4498506,Entire home/apt,280,,3,13
2420887,Castro/Upper Market,37.76608556,-122.4350923,Entire home/apt,143,,30,0
2423948,South of Market,37.78876972,-122.3901161,Entire home/apt,179,,30,1
2425742,Noe Valley,37.74679634,-122.4295916,Entire home/apt,220,,30,2
2432104,Ocean View,37.72775798,-122.4704317,Private room,58,149,30,48
2436213,Outer Mission,37.73227034,-122.448198,Private room,90,11,30,21
2448356,Pacific Heights,37.79705792,-122.4239229,Private room,145,291,3,231
2455313,Bernal Heights,37.74175843,-122.4180318,Entire home/apt,325,,2,49
2455325,Inner Richmond,37.78502161,-122.4653023,Entire home/apt,295,7,1,184
2460904,South of Market,37.78289074,-122.3936502,Entire home/apt,150,,30,39
2465543,Parkside,37.73810753,-122.4735765,Entire home/apt,99,124,30,14
2468125,Downtown/Civic Center,37.7871598,-122.4098349,Private room,219,,1,13
2469485,Western Addition,37.77548822,-122.4300045,Entire home/apt,200,,30,6
2471457,Castro/Upper Market,37.76222687,-122.4328084,Private room,200,287,2,214
2477409,Western Addition,37.78772346,-122.4324967,Entire home/apt,120,,30,6
2478558,Downtown/Civic Center,37.78897267,-122.4092725,Private room,219,,1,7
2482884,Noe Valley,37.74497082,-122.4287632,Private room,80,11,1,28
2483504,Outer Richmond,37.77206808,-122.5001213,Entire home/apt,190,5,2,112
2483759,Western Addition,37.77688965,-122.4398761,Private room,95,1,1,83
2485508,Haight Ashbury,37.76117573,-122.44797,Private room,68,301,30,65
2486953,Noe Valley,37.75338189,-122.435916,Entire home/apt,279,21,3,102
2488520,South of Market,37.77840248,-122.4087132,Shared room,200,16,30,93
2488837,Bernal Heights,37.73290579,-122.4256888,Entire home/apt,140,16,31,63
2495883,Mission,37.76548164,-122.4056146,Entire home/apt,112,,30,2
2496086,Excelsior,37.72841392,-122.4231376,Entire home/apt,185,93,3,175
2496719,Castro/Upper Market,37.76537846,-122.4282441,Entire home/apt,125,,30,4
2499257,Western Addition,37.78294509,-122.444759,Entire home/apt,333,39,30,19
2500662,Bernal Heights,37.73867478,-122.4125452,Entire home/apt,265,,30,4
2502368,Mission,37.74979106,-122.4087655,Private room,95,15,3,66
2502543,Mission,37.74972826,-122.4091848,Entire home/apt,215,,7,16
2503408,Pacific Heights,37.7940645,-122.4266063,Entire home/apt,175,28,30,30
2509236,Ocean View,37.72527839,-122.4684489,Private room,65,152,14,36
2510224,Twin Peaks,37.7466687,-122.4537543,Private room,80,275,30,22
2518781,Bernal Heights,37.74220144,-122.4199166,Entire home/apt,164,161,1,327
2521327,Bayview,37.73253692,-122.388404,Entire home/apt,140,1,30,23
2530808,Castro/Upper Market,37.75809479,-122.44255,Entire home/apt,172,362,5,39
2532756,Western Addition,37.78752887,-122.4401812,Private room,75,,30,18
2538807,West of Twin Peaks,37.74299453,-122.4666352,Entire home/apt,69,244,4,193
2539953,Noe Valley,37.74256056,-122.4340572,Entire home/apt,650,65,3,109
2545771,Bernal Heights,37.7345714,-122.4112708,Entire home/apt,275,,2,15
2547844,Outer Mission,37.73262946,-122.4413978,Private room,170,,1,19
2550991,Castro/Upper Market,37.7571315,-122.4319889,Entire home/apt,120,315,30,32
2551994,Castro/Upper Market,37.76311548,-122.4315038,Entire home/apt,198,129,30,63
2557977,Mission,37.74991628,-122.4082173,Private room,105,340,3,137
2559297,Haight Ashbury,37.77506722,-122.4409392,Entire home/apt,235,1,2,38
2564006,Nob Hill,37.79439102,-122.4150227,Entire home/apt,119,,30,17
2564140,Nob Hill,37.7946263,-122.4163185,Entire home/apt,160,,30,20
2569250,Mission,37.75639245,-122.4207745,Entire home/apt,125,207,120,20
2578122,Castro/Upper Market,37.76852192,-122.4278718,Private room,125,286,4,159
2585410,Mission,37.76726056,-122.4230502,Private room,149,,30,10
2592518,South of Market,37.77668716,-122.409271,Entire home/apt,333,236,2,198
2594696,Ocean View,37.72043635,-122.449927,Entire home/apt,81,26,30,11
2594714,Outer Mission,37.72666127,-122.4355098,Entire home/apt,169,26,30,3
2594715,Ocean View,37.72131864,-122.4491341,Entire home/apt,175,,30,3
2606240,Inner Sunset,37.76251752,-122.4542097,Entire home/apt,165,,170,4
2608516,Bernal Heights,37.74272967,-122.4082956,Entire home/apt,199,,3,27
